date,service_hrs,kitchen_hrs,dishwasher_hrs,service_per,kitchen_per,dishwasher_per,total_per,total_hrs
2022-08-27,155,100,58,8,9,2,19,313
2022-08-28,144,80,59,6,7,3,16,283
2022-08-29,130,80,43,7,9,2,18,253
2022-08-30,145,90,50,10,10,3,23,285
2022-08-31,152,86,53,11,11,3,25,291
2022-09-01,150,92,54,9,8,3,20,296
2022-09-02,159,94,51,8,8,2,18,304
2022-09-03,138,102,60,5,8,2,15,300
2022-09-04,144,82,62,6,6,2,14,288
2022-09-05,136,84,45,8,8,2,18,265
2022-09-06,136,83,53,9,8,3,20,272
2022-09-07,132,88,42,7,8,2,17,262
2022-09-08,142,81,43,10,8,2,20,266
2022-09-09,148,95,44,9,9,2,20,287
2022-09-10,166,95,58,9,8,2,19,319
2022-09-11,155,98,50,8,7,1,16,303
2022-09-12,148,93,44,11,8,2,21,285
2022-09-13,146,87,46,11,10,3,24,279
2022-09-14,147,80,44,14,8,3,25,271
2022-09-15,136,91,53,10,10,2,22,280
2022-09-16,151,98,53,13,11,3,27,302
2022-09-17,172,97,58,8,8,1,17,327
2022-09-18,157,86,50,8,7,3,18,293
2022-09-19,126,74,37,13,8,2,23,237
2022-09-20,136,75,48,14,9,4,27,259
2022-09-21,125,79,42,10,10,3,23,246
2022-09-22,131,74,47,9,9,3,21,252
2022-09-23,138,91,46,10,9,1,20,275
2022-09-24,167,79,51,10,7,2,19,297
2022-09-25,145,90,48,7,6,2,15,283
2022-09-26,122,78,37,12,10,3,25,237
2022-09-27,112,70,46,10,8,4,22,228
2022-09-28,127,68,37,13,8,3,24,232
2022-09-29,123,76,42,11,8,4,23,241
2022-09-30,129,93,49,9,8,3,20,271
2022-10-01,147,87,56,9,8,3,20,290
2022-10-02,140,71,57,6,5,2,13,268
2022-10-03,115,67,41,8,5,2,15,223
2022-10-04,130,70,47,13,8,4,25,247
2022-10-05,132,81,33,13,10,3,26,246
2022-10-06,140,92,41,12,10,3,25,273
2022-10-07,134,88,49,11,8,3,22,271
2022-10-08,159,93,53,9,7,2,18,305
2022-10-09,138,81,56,6,6,2,14,275
2022-10-10,130,83,41,9,9,3,21,254
2022-10-11,108,79,47,10,9,3,22,234
2022-10-12,132,79,44,11,9,3,23,255
2022-10-13,113,86,38,10,9,2,21,237
2022-10-14,148,89,45,9,8,2,19,282
2022-10-15,161,89,47,6,7,2,15,297
2022-10-16,151,77,57,7,6,3,16,285
2022-10-17,125,79,32,9,9,2,20,236
2022-10-18,125,85,40,8,8,2,18,250
2022-10-19,123,74,33,10,7,2,19,230
2022-10-20,125,97,28,8,10,1,19,250
2022-10-21,151,100,47,8,8,1,17,298
2022-10-22,152,96,42,6,7,2,15,290
2022-10-23,123,70,54,5,6,2,13,247
2022-10-24,120,77,32,7,7,2,16,229
2022-10-25,115,78,46,9,8,3,20,239
2022-10-26,132,76,42,10,8,2,20,250
2022-10-27,123,76,38,9,7,2,18,237
2022-10-28,148,78,52,10,6,2,18,278
2022-10-29,151,93,50,5,7,2,14,294
2022-10-30,165,83,45,6,6,1,13,293
2022-10-31,114,86,37,6,7,2,15,237
2022-11-01,131,87,47,9,8,4,21,265
2022-11-02,124,75,45,10,9,3,22,244
2022-11-03,128,73,40,13,9,4,26,241
2022-11-04,132,78,46,9,8,3,20,256
2022-11-05,158,91,49,7,7,2,16,298
2022-11-06,124,87,45,8,9,3,20,256
2022-11-07,106,71,30,12,11,3,26,207
2022-11-08,112,71,44,13,9,4,26,227
2022-11-09,127,76,37,15,10,4,29,240
2022-11-10,120,73,38,11,9,4,24,231
2022-11-11,138,76,42,9,6,3,18,256
2022-11-12,190,101,55,8,7,2,17,346
2022-11-13,145,86,44,6,7,2,15,275
2022-11-14,128,83,43,11,10,3,24,254
2022-11-15,135,82,45,12,9,4,25,262
2022-11-16,157,76,39,12,8,3,23,272
2022-11-17,134,92,42,12,12,4,28,268
2022-11-18,157,86,44,12,8,3,23,287
2022-11-19,179,100,44,7,7,3,17,323
2022-11-20,153,91,53,7,8,2,17,297
2022-11-21,140,74,34,13,9,3,25,248
2022-11-22,130,83,46,13,11,4,28,259
2022-11-23,127,80,44,12,11,4,27,251
2022-11-24,140,91,40,14,10,4,28,271
2022-11-25,150,84,46,11,8,3,22,280
2022-11-26,155,94,50,6,7,2,15,299
2022-11-27,132,82,52,9,8,3,20,266
2022-11-28,114,71,31,11,11,3,25,216
2022-11-29,114,71,44,13,12,5,30,229
2022-11-30,129,83,35,13,11,3,27,247
2022-12-01,125,83,38,11,10,3,24,246
2022-12-02,147,91,48,10,8,3,21,286
2022-12-03,147,86,51,8,7,3,18,284
2022-12-04,126,89,53,6,8,3,17,268
2022-12-05,107,76,30,10,10,3,23,213
2022-12-06,121,83,47,14,13,4,31,251
2022-12-07,114,77,36,11,12,4,27,227
2022-12-08,129,68,51,12,8,4,24,248
2022-12-09,126,90,53,10,10,3,23,269
2022-12-10,152,94,57,7,7,3,17,303
2022-12-11,132,94,53,6,9,3,18,279
2022-12-12,110,81,30,10,9,2,21,221
2022-12-13,103,79,24,16,17,4,37,206
2022-12-14,101,73,44,8,10,3,21,218
2022-12-15,95,84,29,7,9,2,18,208
2022-12-16,127,78,53,9,8,3,20,258
2022-12-17,175,89,49,7,7,3,17,313
2022-12-18,99,89,55,7,12,3,22,243
2022-12-19,104,79,30,7,9,2,18,213
2022-12-20,100,79,48,10,11,3,24,227
2022-12-21,119,90,28,8,11,2,21,237
2022-12-22,124,84,37,9,9,2,20,245
2022-12-23,163,84,52,12,9,2,23,299
2022-12-24,60,56,25,11,14,5,30,141
2022-12-25,145,77,17,7,8,2,17,239
2022-12-26,146,85,53,10,9,2,21,284
2022-12-27,139,84,55,7,7,2,16,278
2022-12-28,119,93,47,5,7,2,14,259
2022-12-29,166,87,57,6,7,2,15,310
2022-12-30,159,87,54,7,6,2,15,300
2022-12-31,130,94,51,7,8,2,17,275
2023-01-01,154,80,54,9,8,2,19,288
2023-01-02,135,69,41,12,7,2,21,245
2023-01-03,109,68,53,7,6,3,16,230
2023-01-04,108,70,49,8,7,3,18,227
2023-01-05,150,79,48,7,8,2,17,277
2023-01-06,126,73,61,6,7,2,15,260
2023-01-07,173,93,42,11,7,2,20,308
2023-01-08,101,89,44,6,13,4,23,234
2023-01-09,118,74,29,11,11,4,26,221
2023-01-10,78,71,48,10,13,7,30,197
2023-01-11,104,85,47,10,13,4,27,236
2023-01-12,106,80,43,10,14,5,29,229
2023-01-13,131,78,51,9,8,3,20,260
2023-01-14,162,92,58,9,9,3,21,312
2023-01-15,93,80,41,6,12,3,21,214
2023-01-16,75,67,28,12,14,5,31,170
2023-01-17,98,80,52,12,15,6,33,230
2023-01-18,69,67,34,9,11,5,25,170
2023-01-19,89,76,38,10,11,4,25,203
2023-01-20,113,75,42,8,8,4,20,230
2023-01-21,136,96,56,7,8,3,18,288
2023-01-22,114,83,44,10,9,3,22,241
2023-01-23,77,78,38,9,12,5,26,193
2023-01-24,102,59,46,11,10,7,28,207
2023-01-25,101,67,52,5,9,6,20,220
2023-01-26,101,87,39,7,9,4,20,227
2023-01-27,134,76,45,5,6,3,14,255
2023-01-28,145,101,40,5,7,2,14,286
2023-01-29,99,90,49,6,11,3,20,238
2023-01-30,87,71,39,10,12,5,27,197
2023-01-31,89,69,49,9,11,7,27,207
2023-02-01,111,76,37,10,10,4,24,224
2023-02-02,105,76,47,7,11,6,24,228
2023-02-03,132,96,51,6,8,4,18,279
2023-02-04,128,97,55,5,8,2,15,280
2023-02-05,110,83,43,7,8,3,18,236
2023-02-06,102,76,42,8,10,5,23,220
2023-02-07,83,83,49,11,11,7,29,215
2023-02-08,80,64,37,10,11,6,27,181
2023-02-09,96,74,53,5,7,4,16,223
2023-02-10,140,83,41,5,7,3,15,264
2023-02-11,164,86,57,6,6,2,14,307
2023-02-12,78,82,51,4,10,3,17,211
2023-02-13,104,66,41,10,8,5,23,211
2023-02-14,165,85,62,6,7,4,17,312
2023-02-15,93,82,43,8,11,5,24,218
2023-02-16,128,86,50,7,9,5,21,264
2023-02-17,153,85,44,9,7,3,19,282
2023-02-18,133,100,34,7,7,2,16,267
2023-02-19,104,81,45,7,8,3,18,230
2023-02-20,88,71,40,5,7,4,16,199
2023-02-21,103,79,48,8,8,5,21,230
2023-02-22,104,84,44,8,9,5,22,232
2023-02-23,122,101,50,5,12,5,22,273
2023-02-24,162,87,49,8,7,4,19,298
2023-02-25,175,100,56,5,6,2,13,331
2023-02-26,131,85,44,8,8,2,18,260
2023-02-27,109,81,39,8,8,4,20,229
2023-02-28,93,76,50,7,8,6,21,219
2023-03-01,113,96,47,9,11,5,25,256
2023-03-02,132,92,35,7,10,3,20,259
2023-03-03,158,101,52,8,8,3,19,311
2023-03-04,167,88,58,7,6,3,16,313
2023-03-05,130,78,43,7,6,2,15,251
2023-03-06,114,78,39,12,10,5,27,231
2023-03-07,111,79,43,14,10,5,29,233
2023-03-08,94,89,44,8,11,4,23,227
2023-03-09,170,86,43,10,10,3,23,299
2023-03-10,157,92,42,8,8,2,18,291
2023-03-11,173,104,40,6,7,2,15,317
2023-03-12,113,90,42,5,7,2,14,245
2023-03-13,0,0,0,0,0,0,0,0
2023-03-14,69,67,37,14,14,7,35,173
2023-03-15,107,90,27,9,8,3,20,224
2023-03-16,129,95,36,8,8,3,19,260
2023-03-17,176,99,47,7,7,2,16,322
2023-03-18,181,97,43,5,5,2,12,321
2023-03-19,142,74,51,6,5,2,13,267
2023-03-20,110,68,42,8,6,4,18,220
2023-03-21,92,75,50,5,8,4,17,217
2023-03-22,116,71,46,2,6,3,11,233
2023-03-23,132,82,46,8,7,3,18,260
2023-03-24,156,80,50,8,5,2,15,286
2023-03-25,170,96,41,5,5,1,11,307
2023-03-26,126,73,48,5,4,1,10,247
2023-03-27,127,73,45,7,5,3,15,245
2023-03-28,92,78,48,5,7,4,16,218
2023-03-29,102,74,52,6,7,3,16,228
2023-03-30,119,78,37,5,6,2,13,234
2023-03-31,151,84,53,6,5,1,12,288
2023-04-01,173,89,53,5,5,2,12,315
2023-04-02,137,88,49,6,6,2,14,274
2023-04-03,134,78,45,9,8,4,21,257
2023-04-04,94,84,48,6,7,4,17,226
2023-04-05,138,83,47,6,7,3,16,268
2023-04-06,146,89,43,6,6,3,15,278
2023-04-07,201,85,49,7,5,2,14,335
2023-04-08,191,85,41,6,4,2,12,317
2023-04-09,198,78,64,12,8,2,22,340
2023-04-10,154,79,68,11,8,4,23,301
2023-04-11,81,71,53,7,6,4,17,205
2023-04-12,115,77,52,7,7,4,18,244
2023-04-13,142,76,51,8,5,3,16,269
2023-04-14,130,73,51,8,5,2,15,254
2023-04-15,169,99,47,6,6,2,14,315
2023-04-16,134,73,57,7,5,3,15,264
2023-04-17,113,85,48,7,7,4,18,246
2023-04-18,105,85,51,7,8,4,19,241
2023-04-19,114,88,52,6,8,4,18,254
2023-04-20,140,74,55,11,6,4,21,269
2023-04-21,115,89,61,5,5,3,13,265
2023-04-22,187,99,58,7,6,3,16,344
2023-04-23,163,91,58,0,0,0,0,312
2023-04-24,118,97,55,6,7,4,17,270
2023-04-25,116,81,64,6,7,5,18,261
2023-04-26,132,85,54,6,6,3,15,271
2023-04-27,112,67,59,7,6,5,18,238
2023-04-28,164,72,61,6,4,3,13,297
2023-04-29,190,90,55,7,5,2,14,335
2023-04-30,158,88,66,6,5,3,14,312
2023-05-01,136,88,54,5,5,4,14,278
2023-05-02,132,89,56,6,8,4,18,277
2023-05-03,175,105,44,6,9,3,18,324
2023-05-04,153,98,63,8,6,3,17,314
2023-05-05,168,81,59,7,5,3,15,308
2023-05-06,174,82,64,5,5,2,12,320
2023-05-07,129,84,62,4,6,3,13,275
2023-05-08,130,84,52,6,6,3,15,266
2023-05-09,106,98,55,5,9,4,18,259
2023-05-10,116,105,54,7,10,4,21,275
2023-05-11,146,93,61,9,7,4,20,300
2023-05-12,193,80,65,9,6,3,18,338
2023-05-13,187,80,57,6,5,2,13,324
2023-05-14,159,99,60,8,7,3,18,318
2023-05-15,114,85,53,7,7,4,18,252
2023-05-16,97,84,55,7,9,5,21,236
2023-05-17,123,101,55,5,8,3,16,279
2023-05-18,182,94,60,10,7,4,21,336
2023-05-19,153,94,64,6,5,3,14,311
2023-05-20,177,86,62,8,6,3,17,325
2023-05-21,132,85,62,7,5,3,15,279
2023-05-22,141,72,55,5,5,4,14,268
2023-05-23,111,79,56,5,8,5,18,246
2023-05-24,127,106,54,6,9,4,19,287
2023-05-25,146,97,60,7,7,5,19,303
2023-05-26,121,100,64,6,7,4,17,285
2023-05-27,171,103,64,6,6,3,15,338
2023-05-28,151,85,62,8,6,4,18,298
2023-05-29,140,91,63,7,7,5,19,294
2023-05-30,50,87,49,4,8,5,17,186
2023-05-31,97,88,52,6,9,5,20,237
2023-06-01,149,107,57,9,9,5,23,313
2023-06-02,175,89,67,8,7,4,19,331
2023-06-03,163,109,67,7,7,3,17,339
2023-06-04,150,80,74,6,5,3,14,304
2023-06-05,154,61,53,11,6,4,21,268
2023-06-06,149,91,56,11,8,4,23,296
2023-06-07,139,103,53,10,10,4,24,295
2023-06-08,163,85,60,9,7,5,21,308
2023-06-09,177,98,64,9,7,4,20,339
2023-06-10,149,104,69,8,7,3,18,322
2023-06-11,143,77,69,8,6,4,18,289
2023-06-12,141,73,53,9,6,5,20,267
2023-06-13,121,58,62,10,6,7,23,241
2023-06-14,144,92,53,13,7,4,24,289
2023-06-15,168,80,60,10,6,4,20,308
2023-06-16,170,110,69,7,7,4,18,349
2023-06-17,128,88,60,7,7,3,17,276
2023-06-18,145,72,74,6,4,4,14,291
2023-06-19,140,82,53,9,7,4,20,275
2023-06-20,125,76,57,15,9,6,30,258
2023-06-21,126,101,53,11,9,5,25,280
2023-06-22,153,102,62,11,9,5,25,317
2023-06-23,177,88,66,11,6,4,21,331
2023-06-24,167,87,54,9,6,3,18,308
2023-06-25,137,75,59,7,4,3,14,271
2023-06-26,151,88,35,13,8,3,24,274
2023-06-27,127,71,63,8,8,5,21,261
2023-06-28,129,101,54,11,10,5,26,284
2023-06-29,155,85,59,13,8,5,26,299
2023-06-30,186,102,64,9,8,4,21,352
2023-07-01,165,62,64,9,5,3,17,291
2023-07-02,166,62,65,13,6,4,23,293
2023-07-03,130,88,40,9,8,3,20,258
2023-07-04,124,77,55,10,8,4,22,256
2023-07-05,74,76,51,8,12,7,27,201
2023-07-06,183,94,58,13,9,4,26,335
2023-07-07,184,92,66,14,9,5,28,342
2023-07-08,144,88,58,11,11,4,26,290
2023-07-09,134,83,47,9,7,4,20,264
2023-07-10,126,94,55,9,8,4,21,275
2023-07-11,129,95,48,10,9,4,23,272
2023-07-12,114,106,54,10,10,4,24,274
2023-07-13,162,103,62,10,9,5,24,327
2023-07-14,165,98,68,9,8,4,21,331
2023-07-15,148,90,59,7,6,2,15,297
2023-07-16,152,98,46,8,6,2,16,296
2023-07-17,138,104,49,9,8,4,21,291
2023-07-18,110,83,63,7,7,4,18,256
2023-07-19,139,103,54,10,7,4,21,296
2023-07-20,176,101,61,13,9,5,27,338
2023-07-21,174,77,61,12,6,4,22,312
2023-07-22,160,99,36,11,8,2,21,295
2023-07-23,149,100,67,8,7,3,18,316
2023-07-24,116,99,39,9,9,3,21,254
2023-07-25,124,105,54,9,10,4,23,283
2023-07-26,129,99,46,10,7,3,20,274
2023-07-27,160,84,59,12,7,4,23,303
2023-07-28,161,101,67,11,8,4,23,329
2023-07-29,135,104,61,8,7,3,18,300
2023-07-30,128,99,69,9,8,3,20,296
2023-07-31,125,85,62,10,6,4,20,272
2023-08-01,115,90,62,8,9,105,122,267
2023-08-02,128,111,53,10,9,103,122,292
2023-08-03,154,103,70,10,8,95,113,327
2023-08-04,165,106,64,12,10,235,257,335
2023-08-05,134,98,64,10,8,199,217,296
2023-08-06,126,96,67,10,8,191,209,289
2023-08-07,169,121,51,13,8,94,115,341
2023-08-08,151,103,55,11,9,106,126,309
2023-08-09,153,98,51,13,9,108,130,302
2023-08-10,172,99,76,11,6,127,144,347
2023-08-11,141,85,70,9,6,184,199,296
2023-08-12,145,82,53,9,5,177,191,280
2023-08-13,146,70,78,10,4,177,191,294
2023-08-14,152,90,52,13,6,107,126,294
2023-08-15,148,89,45,11,8,102,121,282
2023-08-16,164,98,40,11,7,95,113,302
2023-08-17,129,94,58,10,10,109,129,281
2023-08-18,167,99,65,13,9,183,205,331
2023-08-19,124,97,56,10,8,256,274,277
2023-08-20,105,94,65,10,10,266,286,264
2023-08-21,129,70,67,14,5,116,135,266
2023-08-22,166,86,49,15,9,126,150,301
2023-08-23,163,96,47,14,8,125,147,306
2023-08-24,137,102,58,9,9,97,115,297
2023-08-25,137,76,59,9,6,180,195,272
2023-08-26,194,89,68,12,6,185,203,351
2023-08-27,114,73,56,7,4,184,195,243
2023-08-28,126,67,61,10,4,98,112,254
2023-08-29,154,87,54,12,9,103,124,295
2023-08-30,142,97,53,13,10,140,163,292
2023-08-31,122,97,56,11,10,123,144,275
2023-09-01,148,104,51,11,11,231,253,303
2023-09-02,200,98,59,13,8,217,238,357
2023-09-03,127,71,52,10,7,209,226,250
2023-09-04,125,64,54,12,6,132,150,243
2023-09-05,149,84,56,16,10,137,163,289
2023-09-06,126,74,51,15,11,144,170,251
2023-09-07,140,83,58,11,8,101,120,281
2023-09-08,171,96,66,11,8,210,229,333
2023-09-09,174,97,59,9,5,157,171,330
2023-09-10,138,89,61,9,6,189,204,288
2023-09-11,137,66,47,12,6,127,145,250
2023-09-12,134,82,48,13,9,122,144,264
2023-09-13,125,83,54,11,10,147,168,262
2023-09-14,154,91,121,12,10,227,249,366
2023-09-15,209,95,74,11,6,153,170,378
2023-09-16,179,108,46,9,6,140,155,333
2023-09-17,153,91,67,9,6,82,97,311
2023-09-18,127,77,52,10,8,5,23,256
2023-09-19,120,86,51,11,10,5,26,257
2023-09-20,124,81,46,10,8,142,160,251
2023-09-21,137,101,52,10,10,120,140,290
2023-09-22,182,84,68,13,7,97,117,334
2023-09-23,189,96,58,9,5,89,103,343
2023-09-24,148,82,55,9,6,84,99,285
2023-09-25,128,94,48,10,7,4,21,270
2023-09-26,120,92,52,10,9,5,24,264
2023-09-27,120,78,50,12,8,120,140,248
2023-09-28,167,83,57,13,7,132,152,307
2023-09-29,187,90,61,12,8,89,109,338
2023-09-30,203,114,60,9,7,84,100,377
2023-10-01,143,94,57,7,5,4,16,294
2023-10-02,138,91,56,9,6,4,19,285
2023-10-03,121,103,41,11,13,4,28,265
2023-10-04,118,93,48,9,9,4,22,259
2023-10-05,147,88,50,10,7,4,21,285
2023-10-06,171,79,59,12,6,4,22,309
2023-10-07,185,91,49,9,6,3,18,325
2023-10-08,144,84,70,9,5,6,20,298
2023-10-09,129,93,48,10,8,5,23,270
2023-10-10,132,82,55,12,9,6,27,269
2023-10-11,139,98,51,11,9,5,25,288
2023-10-12,146,95,50,10,8,5,23,291
2023-10-13,178,86,64,11,7,5,23,328
2023-10-14,202,119,54,10,7,3,20,375
2023-10-15,159,81,51,13,6,5,24,291
2023-10-16,125,97,25,12,9,2,23,247
2023-10-17,140,101,47,11,9,4,24,288
2023-10-18,138,82,46,12,10,4,26,266
2023-10-19,182,94,61,13,6,4,23,337
2023-10-20,170,102,63,9,6,3,18,335
2023-10-21,154,83,29,9,6,2,17,266
2023-10-22,155,62,42,8,3,3,14,259
2023-10-23,124,68,52,11,5,5,21,244
2023-10-24,139,83,50,11,8,4,23,272
2023-10-25,164,90,54,12,9,4,25,308
2023-10-26,161,76,51,14,6,4,24,288
2023-10-27,202,85,55,10,6,3,19,342
2023-10-28,187,96,35,8,6,2,16,318
2023-10-29,157,81,47,10,5,3,18,285
2023-10-30,131,65,63,11,5,7,23,259
2023-10-31,135,72,41,14,9,4,27,248
2023-11-01,185,91,53,15,7,4,26,329
2023-11-02,187,89,66,17,8,5,30,342
2023-11-03,161,80,63,14,7,4,25,304
2023-11-04,215,107,55,12,6,2,20,377
2023-11-05,185,102,61,12,6,4,22,348
2023-11-06,138,79,61,13,8,5,26,278
2023-11-07,135,76,63,14,9,7,30,274
2023-11-08,157,87,52,15,7,4,26,296
2023-11-09,152,111,51,15,9,4,28,314
2023-11-10,201,108,68,16,8,4,28,377
2023-11-11,184,89,60,9,5,3,17,333
2023-11-12,167,91,56,12,6,3,21,314
2023-11-13,142,71,56,16,6,5,27,269
2023-11-14,150,63,58,12,7,5,24,271
2023-11-15,188,99,58,13,8,5,26,345
2023-11-16,195,99,60,14,5,4,23,354
2023-11-17,218,109,64,13,7,3,23,391
2023-11-18,218,102,61,10,5,2,17,381
2023-11-19,173,90,64,8,4,3,15,327
2023-11-20,134,74,54,13,7,5,25,262
2023-11-21,137,85,62,17,12,7,36,284
2023-11-22,148,80,53,17,9,6,32,281
2023-11-23,160,87,58,13,7,5,25,305
2023-11-24,167,96,47,11,7,3,21,310
2023-11-25,229,83,41,13,5,2,20,353
2023-11-26,181,65,68,15,5,7,27,314
2023-11-27,110,82,50,16,15,8,39,242
2023-11-28,115,78,54,13,10,6,29,247
2023-11-29,122,86,54,16,10,6,32,262
2023-11-30,155,85,59,13,7,5,25,299
2023-12-01,192,91,64,13,6,4,23,347
2023-12-02,210,98,36,11,5,2,18,344
2023-12-03,152,84,64,13,8,6,27,300
2023-12-04,146,67,51,19,11,7,37,264
2023-12-05,127,73,53,20,12,7,39,253
2023-12-06,119,83,53,12,9,6,27,255
2023-12-07,155,70,70,16,7,7,30,295
2023-12-08,190,94,65,15,8,5,28,349
2023-12-09,215,91,58,12,6,3,21,364
2023-12-10,134,76,45,11,7,4,22,255
2023-12-11,106,63,44,17,11,6,34,213
2023-12-12,105,56,45,17,9,6,32,206
2023-12-13,135,75,36,24,270,6,300,246
2023-12-14,127,97,57,13,177,6,196,281
2023-12-15,166,98,61,12,121,4,137,325
2023-12-16,188,96,44,12,106,3,121,328
2023-12-17,128,80,52,12,160,5,177,260
2023-12-18,109,81,52,15,11,7,33,242
2023-12-19,115,74,44,17,11,7,35,233
2023-12-20,123,63,31,19,228,4,251,217
2023-12-21,128,78,46,14,222,7,243,252
2023-12-22,177,85,48,16,170,4,190,310
2023-12-23,168,89,45,14,166,4,184,302
2023-12-24,51,43,38,12,12,9,33,132
2023-12-25,157,85,66,12,129,6,147,308
2023-12-26,175,79,69,15,187,6,208,323
2023-12-27,201,87,51,14,161,4,179,339
2023-12-28,156,84,48,9,6,3,18,288
2023-12-29,170,102,47,8,5,2,15,319
2023-12-30,143,87,60,7,4,3,14,290
2023-12-31,194,93,26,10,101,1,112,313
2024-01-01,137,74,54,11,225,6,242,265
2024-01-02,130,67,47,11,6,5,22,244
2024-01-03,143,73,40,11,117,4,132,256
2024-01-04,148,71,47,12,178,5,195,266
2024-01-05,150,85,59,13,106,6,125,294
2024-01-06,165,88,64,13,117,6,136,317
2024-01-07,105,80,58,16,13,10,39,243
2024-01-08,88,50,47,21,331,11,363,185
2024-01-09,76,57,52,14,240,10,264,185
2024-01-10,92,61,54,19,375,10,404,207
2024-01-11,110,56,38,21,369,7,397,204
2024-01-12,140,62,61,15,142,7,164,263
2024-01-13,155,80,59,16,8,6,30,294
2024-01-14,99,55,47,16,8,7,31,201
2024-01-15,82,53,46,19,338,10,367,181
2024-01-16,68,44,47,17,349,10,376,159
2024-01-17,86,45,37,25,533,10,568,168
2024-01-18,109,47,39,17,7,6,30,195
2024-01-19,127,61,48,14,7,5,26,236
2024-01-20,156,75,44,10,5,3,18,275
2024-01-21,116,67,49,17,10,7,34,232
2024-01-22,72,52,46,24,522,14,560,170
2024-01-23,61,44,44,20,480,13,513,149
2024-01-24,88,47,36,18,210,6,234,171
2024-01-25,87,49,41,18,11,9,38,177
2024-01-26,140,61,49,13,7,5,25,250
2024-01-27,173,79,57,11,100,4,115,309
2024-01-28,121,54,50,15,7,6,28,225
2024-01-29,73,50,36,20,377,9,406,159
2024-01-30,72,44,40,21,492,13,526,156
2024-01-31,110,55,51,24,282,10,316,216
2024-02-01,125,56,44,18,229,6,253,225
2024-02-02,141,72,50,13,178,5,196,263
2024-02-03,176,84,63,13,7,5,25,323
2024-02-04,111,67,56,13,9,7,29,234
2024-02-05,75,63,40,10,225,6,241,178
2024-02-06,76,46,46,12,241,8,261,168
2024-02-07,109,54,70,15,188,9,212,233
2024-02-08,125,58,44,15,7,5,27,227
2024-02-09,144,80,52,14,8,5,27,276
2024-02-10,171,77,48,12,89,3,104,296
2024-02-11,118,67,52,12,104,5,121,237
2024-02-12,97,69,34,17,285,5,307,200
2024-02-13,99,52,45,13,196,6,215,196
2024-02-14,162,80,45,10,127,3,140,287
2024-02-15,105,53,48,14,7,6,27,206
2024-02-16,140,64,60,11,131,5,147,264
2024-02-17,158,86,78,10,129,6,145,322
2024-02-18,126,68,54,15,9,7,31,248
2024-02-19,108,61,59,19,261,9,289,228
2024-02-20,87,50,60,17,283,10,310,197
2024-02-21,105,53,57,15,203,7,225,215
2024-02-22,97,54,56,16,9,9,34,207
2024-02-23,158,71,65,12,128,5,145,294
2024-02-24,179,69,64,12,102,4,118,312
2024-02-25,113,65,50,11,8,6,25,228
2024-02-26,66,49,43,16,12,10,38,158
2024-02-27,91,52,47,16,207,7,230,190
2024-02-28,102,56,45,18,251,8,277,203
2024-02-29,135,59,63,17,10,9,36,257
2024-03-01,194,69,66,16,142,6,164,329
2024-03-02,202,84,74,11,77,5,93,360
2024-03-03,136,65,57,17,10,7,34,258
2024-03-04,89,63,52,13,204,7,224,204
2024-03-05,96,58,55,16,250,9,275,209
2024-03-06,135,49,46,15,7,5,27,230
2024-03-07,126,64,52,13,8,6,27,242
2024-03-08,178,83,71,12,109,5,126,332
2024-03-09,185,98,70,11,83,4,98,353
2024-03-10,124,73,61,14,186,8,208,258
2024-03-11,95,57,56,19,287,11,317,208
2024-03-12,86,57,56,15,246,9,270,199
2024-03-13,95,58,48,17,295,9,321,201
2024-03-14,155,69,53,15,166,6,187,277
2024-03-15,183,74,62,15,7,5,27,319
2024-03-16,187,81,60,12,6,4,22,328
2024-03-17,150,66,58,18,153,6,177,274
2024-03-18,85,70,58,15,267,10,292,213
2024-03-19,96,62,62,17,247,10,274,220
2024-03-20,106,56,48,12,190,6,208,210
2024-03-21,152,77,59,14,168,6,188,288
2024-03-22,173,75,67,12,6,5,23,315
2024-03-23,162,90,67,9,7,4,20,319
2024-03-24,123,79,58,11,157,5,173,260
2024-03-25,104,80,56,9,158,5,172,240
2024-03-26,114,76,54,14,194,6,214,244
2024-03-27,125,65,53,13,121,6,140,243
2024-03-28,153,75,57,11,138,5,154,285
2024-03-29,198,83,80,10,75,4,89,361
2024-03-30,167,99,78,8,6,4,18,344
2024-03-31,190,89,67,17,9,7,33,346
2024-04-01,154,86,72,18,10,8,36,312
2024-04-02,114,72,62,14,9,8,31,248
2024-04-03,124,64,52,15,9,6,30,240
2024-04-04,146,62,49,13,6,4,23,257
2024-04-05,179,88,62,12,7,4,23,329
2024-04-06,200,93,77,12,6,4,22,370
2024-04-07,132,80,60,10,7,5,22,272
2024-04-08,132,78,70,15,10,8,33,280
2024-04-09,99,70,64,11,8,7,26,233
2024-04-10,150,72,57,13,7,5,25,279
2024-04-11,184,82,52,14,7,4,25,318
2024-04-12,197,83,70,11,6,4,21,350
2024-04-13,231,98,83,11,6,4,21,412
2024-04-14,161,73,57,11,6,4,21,291
2024-04-15,130,68,68,16,9,8,33,266
2024-04-16,138,85,69,11,7,5,23,292
2024-04-17,150,69,58,14,6,5,25,277
2024-04-18,188,84,53,14,6,4,24,325
2024-04-19,186,82,69,11,6,4,21,337
2024-04-20,205,89,82,11,5,4,20,376
2024-04-21,164,80,76,10,6,5,21,320
2024-04-22,136,80,67,14,8,6,28,283
2024-04-23,133,66,71,11,7,7,25,270
